Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Identifying the Root Cause of a Cyber Attack Through Log Data Analysis: An Overview of the Challenges Faced by&#xa0;Novice Learners,Computing Education Research,,,,10.1007/978-3-031-84391-4_12,Priya V. NagvekarSyaamantak DasSridhar Iyer,2025,https://link.springer.com/chapter/10.1007/978-3-031-84391-4_12,Conference paper
The Impact of AI Chatbot-Supported Guided Discovery Learning on Pre-service Teachers’ Learning Performance and Motivation,Journal of Science Education and Technology,,,,10.1007/s10956-024-10179-9,Hui-Wen HuangDaniel Chia-En TengJoseph Anthony Narciso Z. Tiangco,2024,https://link.springer.com/article/10.1007/s10956-024-10179-9,Article
Co-designing Lesson Plans for&#xa0;Supporting Human-Centred AI Literacy in&#xa0;K-12 Education,Learning and Collaboration Technologies,,,,10.1007/978-3-031-93564-0_7,Linda MannilaSusanne HägglundMattias Wingren,2025,https://link.springer.com/chapter/10.1007/978-3-031-93564-0_7,Conference paper
Learning health system strategies in the AI era,npj Health Systems,,,,10.1038/s44401-025-00029-0,Peter A. D. SteelGabriel WardiRobert A. HarringtonChristopher A. Longhurst,2025,https://www.nature.com/articles/s44401-025-00029-0,Article
Lecturers’ Perspectives Regarding AI Competencies for&#xa0;Non-computer Science Students in&#xa0;Undergraduate Education,Digitally Transformed Education: Are We There Yet?,,,,10.1007/978-3-031-88744-4_3,Kamilla TenórioRicardo KnauerRaphael WallsbergerErik RodnerRalf Romeike,2025,https://link.springer.com/chapter/10.1007/978-3-031-88744-4_3,Conference paper
Artificial Intelligence in Science Education (2013–2023): Research Trends in Ten Years,Journal of Science Education and Technology,,,,10.1007/s10956-023-10077-6,Fenglin JiaDaner SunChee-kit Looi,2023,https://link.springer.com/article/10.1007/s10956-023-10077-6,Article
Meta-analysis on effects of artificial intelligence education in K-12 South Korean classrooms,Education and Information Technologies,,,,10.1007/s10639-024-12738-4,Dongkuk LeeHyuksoo Kwon,2024,https://link.springer.com/article/10.1007/s10639-024-12738-4,Article
Coding Process Visualizations for&#xa0;Improved Learning and&#xa0;Academic Integrity in&#xa0;CS1,Foundations of Computer Science and Frontiers in Education: Computer Science and Computer Engineering,,,,10.1007/978-3-031-85930-4_25,Badri AdhikariNirala Lamichhane,2025,https://link.springer.com/chapter/10.1007/978-3-031-85930-4_25,Conference paper
Developing and Validating the Artificial Intelligence Literacy Concept Inventory: an Instrument to Assess Artificial Intelligence Literacy among Middle School Students,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-024-00398-x,Helen ZhangAnthony PerryIrene Lee,2024,https://link.springer.com/article/10.1007/s40593-024-00398-x,Article
Neuro-Symbolic AI in&#xa0;Various Domains,Neuro-Symbolic Artificial Intelligence,,,,10.1007/978-981-97-8171-3_17,Bikram Pratim BhuyanAmar Ramdane-CherifThipendra P. SinghRavi Tomar,2025,https://link.springer.com/chapter/10.1007/978-981-97-8171-3_17,Chapter
Awareness and level of digital literacy among students receiving health-based education,BMC Medical Education,,,,10.1186/s12909-024-05025-w,Alp AydınlarArda MaviEce KütükçüElçim Elgün KırımlıDeniz AlışAta AkınLevent Altıntaş,2024,https://link.springer.com/article/10.1186/s12909-024-05025-w,Article
What is Critical (about) AI Literacy? Exploring Conceptualizations Present in AI Literacy Discourse,Framing Futures in Postdigital Education,,,,10.1007/978-3-031-58622-4_8,Johanna VelanderNuno OteroMarcelo Milrad,2024,https://link.springer.com/chapter/10.1007/978-3-031-58622-4_8,Chapter
Evaluating the quality of digital education resources based on learners’ online reviews through topic modeling and opinion mining,Education and Information Technologies,,,,10.1007/s10639-025-13407-w,Lin ZhangQiang JiangWeiyan XiongWei Zhao,2025,https://link.springer.com/article/10.1007/s10639-025-13407-w,Article
Harnessing Rule-Based Chatbots to&#xa0;Support Teaching Python Programming Best Practices,"Towards a Hybrid, Flexible and Socially Engaged Higher Education",,,,10.1007/978-3-031-51979-6_47,Juan Carlos FarahBasile SpaenlehauerSandy IngramAditya K. PurohitAdrian HolzerDenis Gillet,2024,https://link.springer.com/chapter/10.1007/978-3-031-51979-6_47,Conference paper
From crisis to opportunity: practices and technologies for a more effective post-COVID classroom,Education and Information Technologies,,,,10.1007/s10639-023-11929-9,Jeremie RegnierEthan ShaferEdward SobieskNicholas StaveMalcolm Haynes,2023,https://link.springer.com/article/10.1007/s10639-023-11929-9,Article
"AI in Medical Education: Global situation, effects and challenges",Education and Information Technologies,,,,10.1007/s10639-023-12009-8,Wei ZhangMingxuan CaiHong Joo LeeRichard EvansChengyan ZhuChenghan Ming,2023,https://link.springer.com/article/10.1007/s10639-023-12009-8,Article
Gamification of conceptual modeling education with UML class diagrams: an experimental analysis,Software and Systems Modeling,,,,10.1007/s10270-025-01282-5,Giacomo GaraccioneRiccardo CoppolaLuca ArditoMarco Torchiano,2025,https://link.springer.com/article/10.1007/s10270-025-01282-5,Article
Agile Coaching Research: A Systematic Mapping Study,Agile Processes in Software Engineering and Extreme Programming,,,,10.1007/978-3-031-94544-1_2,Ehikioya ObodePeggy GregoryDerek SomervilleAdvait Deshpande,2025,https://link.springer.com/chapter/10.1007/978-3-031-94544-1_2,Conference paper
Trust,Managing Innovation Inside Universities,,,,10.1007/978-3-031-57197-8_5,Randolph Hall,2024,https://link.springer.com/chapter/10.1007/978-3-031-57197-8_5,Chapter
A Review of Data Mining in Personalized Education: Current Trends and Future Prospects,Frontiers of Digital Education,,,,10.1007/s44366-024-0019-6,Zhang XiongHaoxuan LiZhuang LiuZhuofan ChenHao ZhouWenge RongYuanxin Ouyang,2024,https://link.springer.com/article/10.1007/s44366-024-0019-6,Article
"Tracing distinct learning trajectories in introductory programming course: a sequence analysis of score, engagement, and code metrics for novice computer science vs. math cohorts",International Journal of STEM Education,,,,10.1186/s40594-025-00546-2,Zhizezhang GaoHaochen YanJiaqi LiuXiao ZhangYuxiang LinYingzhi ZhangXia SunJun Feng,2025,https://link.springer.com/article/10.1186/s40594-025-00546-2,Article
Developing digital formative assessment for deep conceptual learning goals: Which topic-specific research gaps need to be closed?,Educational technology research and development,,,,10.1007/s11423-025-10486-x,Corinna HankelnUlf KroehneLea VossSebastian GrossSusanne Prediger,2025,https://link.springer.com/article/10.1007/s11423-025-10486-x,Article
"Programming with Minecraft Bedrock Up: Modeling, Coding, and Computational Concepts",End-User Development,,,,10.1007/978-3-031-34433-6_15,Anders I. MørchRenate Andersen,2023,https://link.springer.com/chapter/10.1007/978-3-031-34433-6_15,Conference paper
Methods for aggregating investor sentiment from social media,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03434-2,Qing LiuHosung Son,2024,https://link.springer.com/article/10.1057/s41599-024-03434-2,Article
Improvised progressive model based on automatic calibration of difficulty level: A practical solution of competitive-based examination,Education and Information Technologies,,,,10.1007/s10639-023-12045-4,Aditya ShahAjay DevmaneMehul RankaPrathamesh Churi,2023,https://link.springer.com/article/10.1007/s10639-023-12045-4,Article
"Exploring the relationship between AI literacy, AI trust, AI dependency, and 21st century skills in preservice mathematics teachers",Scientific Reports,,,,10.1038/s41598-025-99127-0,Dongli ZhangTommy Tanu WijayaYing WangMingyu SuXinxin LiNia Wahyu Damayanti,2025,https://link.springer.com/article/10.1038/s41598-025-99127-0,Article
Introduction,Big Data Infrastructure Technologies for Data Analytics,,,,10.1007/978-3-031-69366-3_1,Yuri DemchenkoJuan J. Cuadrado-GallegoOleg ChertovMarharyta Aleksandrova,2024,https://link.springer.com/chapter/10.1007/978-3-031-69366-3_1,Chapter
AI in Microservices Development,AI and Microservices,,,,10.1007/979-8-8688-1306-1_3,Dileep Kumar PandiyaNilesh Charankar,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1306-1_3,Chapter
"Closing the Interpretive Loop with BERT, Our Neural Topic Modeling Friend",Advances in Quantitative Ethnography,,,,10.1007/978-3-031-76335-9_8,Golnaz Arastoopour IrgensIbrahim Oluwajoba Adisa,2024,https://link.springer.com/chapter/10.1007/978-3-031-76335-9_8,Conference paper
Enhancing IT Education Through Tailored Course Selection: A Case Study from Estonian General Education School,Learning and Collaboration Technologies,,,,10.1007/978-3-031-93564-0_18,Birgy LorenzDiana PoudelAgo Luberg,2025,https://link.springer.com/chapter/10.1007/978-3-031-93564-0_18,Conference paper
Integrating programming errors into knowledge graphs for automated assignment of programming tasks,Education and Information Technologies,,,,10.1007/s10639-023-12026-7,Guozhu DingXiangyi ShiShan Li,2023,https://link.springer.com/article/10.1007/s10639-023-12026-7,Article
Smart Technology Enhanced Teaching and Learning of Programming—Several Case Studies,Smart Education and e-Learning 2024,,,,10.1007/978-981-97-4954-6_11,Mirjana IvanovicAleksandra Klašnja-Milićević,2024,https://link.springer.com/chapter/10.1007/978-981-97-4954-6_11,Conference paper
From the lab to a career in data science,Nature Reviews Psychology,,,,10.1038/s44159-025-00452-y,Teresa Schubert,2025,https://www.nature.com/articles/s44159-025-00452-y,Article
Empowering Assessors in Providing Quality Feedback with GenAI Assistance: A Preliminary Exploration,Technology in Education. Digital and Intelligent Education,,,,10.1007/978-981-96-0205-6_10,Zexuan ChenSimon CrossBart Rienties,2024,https://link.springer.com/chapter/10.1007/978-981-96-0205-6_10,Conference paper
Decision Making in Artificial Intelligence Training Programs,Computational Intelligence Applied to Decision-Making in Uncertain Environments,,,,10.1007/978-3-031-83643-5_6,Raykenler Yzquierdo HerreraPedro Yobanis Piñero PérezIliana Pérez PupoLuis Alvarado AcuñaRoberto García VacacelaLuis Gabriel Hernández Pupo,2025,https://link.springer.com/chapter/10.1007/978-3-031-83643-5_6,Chapter
Lightweight vision image transformer (LViT) model for skin cancer disease classification,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-024-02521-6,Tanay DwivediBrijesh Kumar ChaurasiaMan Mohan Shukla,2024,https://link.springer.com/article/10.1007/s13198-024-02521-6,Article
Teaching as Innovation,Innovative Practices in Teaching Information Sciences and Technology,,,,10.1007/978-3-031-61290-9_1,John M. Carroll,2024,https://link.springer.com/chapter/10.1007/978-3-031-61290-9_1,Chapter
Computational Thinking &amp; Artificial Intelligence in K-12 Education: Two Distinct but Still Complementary Worlds,"Methodologies and Intelligent Systems for Technology Enhanced Learning, 13th International Conference",,,,10.1007/978-3-031-41226-4_22,Rafael ZeregaMarcelo Milrad,2023,https://link.springer.com/chapter/10.1007/978-3-031-41226-4_22,Conference paper
Industry perceptions of the competencies needed by novice software tester,Education and Information Technologies,,,,10.1007/s10639-023-12055-2,Bushra HamidNaveed Ikram,2023,https://link.springer.com/article/10.1007/s10639-023-12055-2,Article
Best Practices in Teaching Digitization and Process Automation - A Case Study of Warsaw University of Technology,Computational Science – ICCS 2025 Workshops,,,,10.1007/978-3-031-97573-8_17,Wojtachnik RobertGavkalova NataliiaKrawiec JerzyMartin John,2025,https://link.springer.com/chapter/10.1007/978-3-031-97573-8_17,Conference paper
A systematic review of teaching and learning machine learning in K-12 education,Education and Information Technologies,,,,10.1007/s10639-022-11416-7,Ismaila Temitayo SanusiSolomon Sunday OyelereHenriikka VartiainenJarkko SuhonenMarkku Tukiainen,2022,https://link.springer.com/article/10.1007/s10639-022-11416-7,Article
Research on Metaverse Multi-person Linkage Using Mobile Edge Computing Based on Extended Reality Under the Immersive Experience of Zhijiang Peace Culture Memorial Hall,Wireless Internet,,,,10.1007/978-3-031-58053-6_13,Yiwen LiuJinrong FuHaobo YanYanxia GaoLing PengTaiguo Qu,2024,https://link.springer.com/chapter/10.1007/978-3-031-58053-6_13,Conference paper
Machine Learning and Human Unlearning,"Extended Selected Papers of the 14th International Conference on Information, Intelligence, Systems, and Applications",,,,10.1007/978-3-031-67426-6_4,Francisco V. Cipolla Ficarra,2024,https://link.springer.com/chapter/10.1007/978-3-031-67426-6_4,Conference paper
Designing Academic Programs for Data Specialists: A Data-Driven Approach Using Machine Learning Techniques and Labor Market Data,"Information and Communication Technologies in Education, Research, and Industrial Applications",,,,10.1007/978-3-031-81372-6_12,Olena KuzminskaMariia MazorchukVitaliy KobetsAlla Tsapiv,2025,https://link.springer.com/chapter/10.1007/978-3-031-81372-6_12,Conference paper
A Multi-Access Edge Computing Approach to Intelligent Tutoring Systems for Real-Time Adaptive Learning,International Journal of Information Technology,,,,10.1007/s41870-025-02460-w,Ramesh SinghChenlep Yakha KonyakAkangjungshi Longkumer,2025,https://link.springer.com/article/10.1007/s41870-025-02460-w,Article
The Next Chapter: Futures of Higher Education in Mauritius,Imagining the Futures of Higher Education in Southern Africa,,,,10.1007/978-981-97-6473-0_4,Kiran BhujunRomeela MoheeMpine MakoeJamil Salmi,2024,https://link.springer.com/chapter/10.1007/978-981-97-6473-0_4,Chapter
Pixels in a Larger Picture: A Scoping Review of the Uses of Technology for Climate Change Education,Journal of Science Education and Technology,,,,10.1007/s10956-024-10183-z,Colby Tofel-GrehlTyler HansenCandace PenrodMarc Ellis,2024,https://link.springer.com/article/10.1007/s10956-024-10183-z,Article
Virtual Lab Workspace for Programming Computers – Towards Agile STEM Education,Learning Technology for Education Challenges,,,,10.1007/978-3-031-34754-2_5,Paul Wu Horng-JyhCasey How Kiam ChengBryan Lim Yong TahToh Hong LieJustin See Tiong BengRoy Ong Ban GuanJane Tan Jing YiLiu ZiwenConejos Sheila Maria ArcuinoLuke Peh Lu ChangZhu Yongqing,2023,https://link.springer.com/chapter/10.1007/978-3-031-34754-2_5,Conference paper
Toward a theory on programmer’s block inspired by writer’s block,Empirical Software Engineering,,,,10.1007/s10664-024-10542-9,Belinda SchantongNorbert SiegmundJanet Siegmund,2024,https://link.springer.com/article/10.1007/s10664-024-10542-9,Article
Catalyzing next-generation Artificial Intelligence through NeuroAI,Nature Communications,,,,10.1038/s41467-023-37180-x,Anthony ZadorSean EscolaBlake RichardsBence ÖlveczkyYoshua BengioKwabena BoahenMatthew BotvinickDmitri ChklovskiiAnne ChurchlandClaudia ClopathJames DiCarloSurya GanguliJeff HawkinsKonrad KördingAlexei KoulakovYann LeCunTimothy LillicrapAdam MarblestoneBruno OlshausenAlexandre PougetCristina SavinTerrence SejnowskiEero SimoncelliSara SollaDavid SussilloAndreas S. ToliasDoris Tsao,2023,https://link.springer.com/article/10.1038/s41467-023-37180-x,Article
From Lecture Hall to Homeroom: Co-Designing an AI Elective with Middle School CS Teachers,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-024-00449-3,William GelderXueru YuDavid TouretzkyChristina Gardner-McCuneJudith Uchidiuno,2025,https://link.springer.com/article/10.1007/s40593-024-00449-3,Article
Engaging children in developing algorithmic thinking and debugging skills in primary schools: A mixed-methods multiple case study,Education and Information Technologies,,,,10.1007/s10639-024-12448-x,Gary K. W. WongShan JianHo-Yin Cheung,2024,https://link.springer.com/article/10.1007/s10639-024-12448-x,Article
Investigating Sources and Effects of Bias in AI-Based Systems – Results from an MLR,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-031-42307-9_2,Caoimhe De BuitlearAilbhe ByrneEric McEvoyAbasse CamaraMurat YilmazAndrew McCarrenPaul M. Clarke,2023,https://link.springer.com/chapter/10.1007/978-3-031-42307-9_2,Conference paper
Virtual Assistants: A Review of the Next Frontier in AI Interaction,"Acta Universitatis Sapientiae, Informatica",,,,10.1007/s44427-025-00002-7,Ioana Alexandra Todericiu,2025,https://link.springer.com/article/10.1007/s44427-025-00002-7,Article
Resume Recommendation using RNN Classification and Cosine Similarity,Proceedings of the Seventh International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’23),,,,10.1007/978-3-031-43789-2_9,Ilham HuseyinovIssa DialloMhd Wasim Raed,2023,https://link.springer.com/chapter/10.1007/978-3-031-43789-2_9,Conference paper
Teaching Ethics in HCI Courses: Guidelines for Teachers and Future Designers,Proceedings of the 18th Latin American Conference on Learning Technologies (LACLO 2023),,,,10.1007/978-981-99-7353-8_35,Ismar Frango Silveira,2023,https://link.springer.com/chapter/10.1007/978-981-99-7353-8_35,Conference paper
Template-Based Generator for Single-Choice Questions,"Technology, Knowledge and Learning",,,,10.1007/s10758-023-09659-5,Nico WillertJonathan Thiemann,2023,https://link.springer.com/article/10.1007/s10758-023-09659-5,Article
Investigation into the Influence of Socio-Cultural Factors on Attitudes toward Artificial Intelligence,Education and Information Technologies,,,,10.1007/s10639-023-12172-y,Seong-Won KimYoungjun Lee,2023,https://link.springer.com/article/10.1007/s10639-023-12172-y,Article
Development and effectiveness verification of AI education data sets based on constructivist learning principles for enhancing AI literacy,Scientific Reports,,,,10.1038/s41598-025-95802-4,Seul-Ki KimTae-Young KimKwihoon Kim,2025,https://link.springer.com/article/10.1038/s41598-025-95802-4,Article
Towards practical artificial intelligence in Earth sciences,Computational Geosciences,,,,10.1007/s10596-024-10317-7,Ziheng SunTalya ten BrinkWendy CarandeGerbrand KorenNicoleta CristeaCorin JorgensonBhargavi JangaGokul Prathin AsamaniSanjana AchanMike MahoneyQian HuangArmin MehrabianThilanka MunasingheZhong LiuAaron MargolisPeter WebleyBing GongYuhan RaoAnnie BurgessAndrew HuangLaura SandovalBrianna R. PagánSebnem Duzgun,2024,https://link.springer.com/article/10.1007/s10596-024-10317-7,Article
"Trust, artificial intelligence and software practitioners: an interdisciplinary agenda",AI & SOCIETY,,,,10.1007/s00146-024-01882-7,Sarah PinkEmma QuiltyJohn GrundyRashina Hoda,2024,https://link.springer.com/article/10.1007/s00146-024-01882-7,Article
Moving Beyond Benchmarks and Competitions: Towards Addressing Social Media Challenges in an Educational Context,Datenbank-Spektrum,,,,10.1007/s13222-023-00436-3,Dimitri OgnibeneGregor DonabauerEmily TheophilouSathya BuršićFrancesco LomonacoRodrigo WilkensDavinia Hernández-LeoUdo Kruschwitz,2023,https://link.springer.com/article/10.1007/s13222-023-00436-3,Article
Exploring Chinese teachers’ concerns about teaching artificial intelligence: the role of knowledge and perceived social good,Asia Pacific Education Review,,,,10.1007/s12564-024-10034-x,Xiao-Fan LinWeipeng ShenSirui HuangYuhang WangWei ZhouXiaolan LingWenyi Li,2025,https://link.springer.com/article/10.1007/s12564-024-10034-x,Article
Tasks for Critical Thinking and Language Learning,Critical Thinking for Professional and Language Education,,,,10.1007/978-3-031-37951-2_4,K. Venkat ReddyG. Suvarna Lakshmi,2024,https://link.springer.com/chapter/10.1007/978-3-031-37951-2_4,Chapter
Tiansuan Constellation,Big Data Intelligence and Computing,,,,10.1007/978-981-99-2233-8_1,Yingxi Tang,2023,https://link.springer.com/chapter/10.1007/978-981-99-2233-8_1,Conference paper
Exploring individuals’ computational thinking with data,ZDM – Mathematics Education,,,,10.1007/s11858-025-01669-0,Alyssa HuNeil J. HatfieldMatthew D. Beckman,2025,https://link.springer.com/article/10.1007/s11858-025-01669-0,Article
Not a Crystal Ball: Machine Learning,A Friendly Guide to Data Science,,,,10.1007/979-8-8688-1169-2_15,Kelly P. Vincent,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1169-2_15,Chapter
Understanding and improving fairness in cognitive diagnosis,Science China Information Sciences,,,,10.1007/s11432-022-3852-0,Zheng ZhangLe WuQi LiuJiayu LiuZhenya HuangYu YinYan ZhuangWeibo GaoEnhong Chen,2024,https://link.springer.com/article/10.1007/s11432-022-3852-0,Article
Uncovering Blind Spots in Education Ethics: Insights from a Systematic Literature Review on Artificial Intelligence in Education,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-023-00384-9,Ana MoutaAna María Pinto-LlorenteEva María Torrecilla-Sánchez,2023,https://link.springer.com/article/10.1007/s40593-023-00384-9,Article
A Balance of Power: Exploring the Opportunities and Challenges of AI for a Nation,Applications for Artificial Intelligence and Digital Forensics in National Security,,,,10.1007/978-3-031-40118-3_2,Shasha YuFiona Carroll,2023,https://link.springer.com/chapter/10.1007/978-3-031-40118-3_2,Chapter
AI + Ethics Curricula for Middle School Youth: Lessons Learned from Three Project-Based Curricula,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-022-00298-y,Randi WilliamsSafinah AliNisha DevasiaDaniella DiPaolaJenna HongStephen P. KaputsosBrian JordanCynthia Breazeal,2022,https://link.springer.com/article/10.1007/s40593-022-00298-y,Article
Neuro-symbolic artificial intelligence: a survey,Neural Computing and Applications,,,,10.1007/s00521-024-09960-z,Bikram Pratim BhuyanAmar Ramdane-CherifRavi TomarT. P. Singh,2024,https://link.springer.com/article/10.1007/s00521-024-09960-z,Article
"Exploring Gender Bias In Remote Pair Programming Among Software Engineering Students: The <Emphasis FontCategory=""NonProportional"">twincode</Emphasis> Original Study And First External Replication",Empirical Software Engineering,,,,10.1007/s10664-023-10416-6,Amador Durán ToroPablo FernándezBeatriz BernárdezNathaniel WeinmanAslıhan AkalınArmando Fox,2024,https://link.springer.com/article/10.1007/s10664-023-10416-6,Article
