Document Title,Authors,Publication Title,Publication Year,Abstract,DOI,PDF Link
Are You Ready to Teach AI in Schools? Teachers' Perspectives of Teaching AI in K-12 Settings,"Addo, Salomey Afua",Proceedings of the 2023 Conference on United Kingdom &amp; Ireland Computing Education Research,2023,"Artificial intelligence (AI) has continually made headlines, even more so with the mass interest in generative AI. The implications of AI on society raises the need for its inclusion in the K-12 computing curriculum. However, little research has been conducted to understand teachers’ preparedness to teach AI concepts in K-12. This exploratory study seeks to understand teachers’ motivation and preparedness to teach AI in schools through the lens of Self Efficacy Theory (SET) and Self Determination Theory (SDT).",10.1145/3610969.3610973,https://doi.org/10.1145/3610969.3610973
Error Messages are Here to Help!,,Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 2,2025,"Programming Error Messages (PEMs) are often misunderstood by students who then miss the opportunity to benefit from them. We have developed and used 'error hunt' lessons using Java, Python, and C PEMs. The activities are supported by videos (images shown below). The materials are targeted at novice programmers.",10.1145/3724389.3731267,https://doi.org/10.1145/3724389.3731267
Evaluating Micro Parsons Problems as Exam Questions,"Wu, Zihan and Smith, David H.",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,2024,"Parsons problems are a type of programming activity that present learners with blocks of existing code and requiring them to arrange those blocks to form a program rather than write the code from scratch. Micro Parsons problems extend this concept by having students assemble segments of code to form a single line of code rather than an entire program. Recent investigations into micro Parsons problems have primarily focused on supporting learners leaving open the question of micro Parsons efficacy as an exam item and how students perceive it when preparing for exams.To fill this gap, we included a variety of micro Parsons problems on four exams in an introductory programming course taught in Python. We use Item Response Theory to investigate the difficulty of the micro Parsons problems as well as the ability of the questions to differentiate between high and low ability students. We then compare these results to results for related questions where students are asked to write a single line of code from scratch. Finally, we conduct a thematic analysis of the survey responses to investigate how students' perceptions of micro Parsons both when practicing for exams and as they appear on exams.",10.1145/3649217.3653583,https://doi.org/10.1145/3649217.3653583
Exploring Gender Disparities and Collaborative Learning in IT Education,"Yeom, Soonja and Herbert, Nicole and Ryu, Riseul",Proceedings of the 27th Australasian Computing Education Conference,2025,"Despite efforts to foster gender diversity, women remain underrepresented in Information Technology (IT). Existing research indicates that women often underestimate their abilities in comparison to men. This study investigates this perceived performance gap hypothesis. This study is unique for its extended scope spanning six years and its focus on postgraduate IT students with 39% of women. This study first examines performance disparities between genders in introductory programming. Findings reveal minimal differences, suggesting that women perform comparably to men. However, to encourage broader participation, there is a need for initiatives that enhance the learning environment for women. This study also explores the influence of collaborative learning on performance. No significant improvements in project performance were identified and no significant performance differences were found between genders in group-based projects. The findings, which reveal the intricate interplay among gender, performance, and collaborative learning, are significant for teaching practice, especially at the postgraduate level.",10.1145/3716640.3716645,https://doi.org/10.1145/3716640.3716645
VizProg: Identifying Misunderstandings By Visualizing Students’ Coding Progress,"Zhang, Ashley Ge and Chen, Yan and Oney, Steve",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,"Programming instructors often conduct in-class exercises to help them identify students that are falling behind and surface students’ misconceptions. However, as we found in interviews with programming instructors, monitoring students’ progress during exercises is difficult, particularly for large classes. We present VizProg, a system that allows instructors to monitor and inspect students’ coding progress in real-time during in-class exercises. VizProg represents students’ statuses as a 2D Euclidean spatial map that encodes the students’ problem-solving approaches and progress in real-time. VizProg allows instructors to navigate the temporal and structural evolution of students’ code, understand relationships between code, and determine when to provide feedback. A comparison experiment showed that VizProg helped to identify more students’ problems than a baseline system. VizProg also provides richer and more comprehensive information for identifying important student behavior. By managing students’ activities at scale, this work presents a new paradigm for improving the quality of live learning.",10.1145/3544548.3581516,https://doi.org/10.1145/3544548.3581516
Our Journey to Student-centered Learning: Lessons and Insights from Transitioning Large-scale Programming Courses,"Faessler, Lukas and Dahinden, Markus",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 2,2024,"It is a challenge to replace traditional, lecturer-centered teaching structures with learner-centered ones that adapt dynamically to different requirements. With this poster, we present our experiences in the transition from rigid instructor-centered to dynamic student-centered programming courses with large and diverse student groups and we show some statistics from our current courses.",10.1145/3649405.3659497,https://doi.org/10.1145/3649405.3659497
Facilitating Teens as Ethical Sensemakers of Technology,"Landesman, Rotem and Salac, Jean and Ko, Amy J.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,2024,"With the growing awareness of emerging technologies' impacts on teens' lives, families, and communities, rethinking the ways in which we educate and talk about these innovations and their moral and ethical complexities are gaining steam. We present a novel pedagogical intervention that blends techniques from Philosophy for Children (P4C), a pedagogical approach that teaches youth reasoning and argumentative skills, with Youth as Philosophers of Technology, a framework for computing education that foregrounds learning how to decode and unmake tech's relationship with power through artistic, moral and humanistic inquiry, without devaluing core computing practices, such as design, making, coding, and tinkering. We studied this intervention in a summer elective class with 12 students ages 14--18 in the US. Our ongoing data analysis revealed two categories of themes: (1) 'launchpads for ethical sensemaking', namely instances when we observed ethical sensemaking around technology, and (2) 'expressions of ethical sensemaking', namely what students' ethical sensemaking looked like when discussing the ethical implications of technology. We hope to catalyze discussions for both researchers on characterizations of and growth around ethical sensemaking of technology, as well as practitioners on implementations of Youth as Philosophers of Technology and P4C ideas in their classrooms.",10.1145/3626253.3635510,https://doi.org/10.1145/3626253.3635510
"Brief, Just-in-Time Teaching Tips to Support Computer Science Tutors","Cheng, Alan Y. and Tanimura, Ellie and Tey, Joseph and Wu, Andrew C. and Brunskill, Emma",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"As enrollments in computing-related programs continue to rise, computer science departments are increasingly relying on teaching assistants (TAs) to provide additional educational support to students, such as one-on-one tutoring or office hours. Tutoring is more effective with highly trained tutors, but most TAs receive little to no training in pedagogical skills. How might we provide support to TAs working with students one-on-one, especially in online settings? We propose a just-in-time intervention that shows a tutor actionable teaching tips and relevant information right before they begin an online tutoring session with a student. We conducted a crossover experiment (n = 46) where participants engaged in two tutoring roleplays for an introductory computer science programming task and found that participants demonstrated effective instructional strategies for much longer periods of time after receiving the intervention. We discuss the implications of these findings for both educators looking to support tutors and researchers seeking to build technology for tutors.",10.1145/3626252.3630794,https://doi.org/10.1145/3626252.3630794
CryptoEL: A Novel Experiential Learning Tool for Enhancing K-12 Cryptography Education,"Rayavaram, Pranathi and Ukaegbu, Onyinyechukwu and Abbasalizadeh, Maryam and Vellamchetty, Krishna and Narain, Sashank",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"This paper presents an educational tool designed to enhance cryptography education for K-12 students, utilizing Kolb's Experiential Learning (EL) model and engaging visual components. Our tool incorporates the four stages of EL-Concrete Experience, Reflective Observation, Abstract Conceptualization, and Active Experimentation-to teach key cryptographic concepts, including hashing, symmetric cryptography, and asymmetric cryptography. The learning experience is enriched with real-world simulations, customized AI-based conversation agents, video demonstrations, interactive scenarios, and a simplified Python coding terminal focused on cryptography. Targeted at beginners in cybersecurity, the tool encourages independent learning with minimal instructor involvement. An evaluation with 51 middle and high school students showed positive feedback from 93% of participants, who found the simulations, visualizations, AI reflections, scenarios, and coding capabilities engaging and conducive to learning. Comprehension surveys indicated a high understanding of cryptography concepts: hashing (middle school: 89%, high school: 92%), symmetric cryptography (middle school: 93%, high school: 97%), and asymmetric cryptography (middle school: 91%, high school: 94%)",10.1145/3641554.3701926,https://doi.org/10.1145/3641554.3701926
Scaffolding Collaborative Software Design with Serious Games,"Caraco, Serena and Fabros, Melissa and Lojo, Nelson and Fox, Armando",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,2025,"An application's architecture is frequently refactored after deployment to accommodate its users' evolving needs. However, we currently lack a repeatable, consistent method to teach high-level collaborative design skills. Drawing on the serious play framework, we advance an existing analog exercise for scaffolding collaborative design using a new system: the LLM-managed application overview. From an instructor prompt, the system generates an overview detailing an entire application using CRC cards -- common industry design aids that forego any code or implementation detail. Students individually edit the cards to redesign the application's architecture, while the system simulates the effects of these edits by updating emulated code metrics and estimating redesign cost. Returning to their teams, students discuss the cost and complexity of their designs before selecting and refining a single solution. By the activity's end, the students will have practiced all the design skills necessary for a months-long cycle of development, without the students or the instructor manually managing any implementation details.",10.1145/3641555.3705242,https://doi.org/10.1145/3641555.3705242
Cracking the Cultural Code: Understanding the Cultural Barriers for Asian International CS Students in the US,"Sthapit, Sandeep and Thomas, Madison and Brock, Janet and Barnes, Tiffany",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,2024,"In the field of computer science, cultural assumptions are embedded in programming languages and problem prompts. However, for students studying computer science in a Western country not from a Western culture, these assumptions can create learning barriers. This paper investigates the impact of cultural assumptions on international students studying computer science in a Western country; with a focus on understanding the barriers students face, how they overcome these barriers, and how barriers can be avoided. By performing thematic analysis on semi-structured interviews with 12 international graduate students at North Carolina State University, the authors found six main themes: Barriers, Increased Work, Emotions, Educational Environment, Overcoming Barriers, and Solutions to Barriers. Analyzing these themes provided insight into what barriers international students face and how they can be alleviated. The most common suggestions participants gave for alleviating barriers were more discussions around problem statements. By shedding light on this topic, the authors hope to inform computer science educators and researchers on the importance of creating inclusive and culturally relevant learning environments that accommodate the needs of diverse student populations.",10.1145/3626253.3635567,https://doi.org/10.1145/3626253.3635567
Teaching Students To Use Programming Error Messages,,Proceedings of the ACM Conference on Global Computing Education Vol 2,2023,"Research shows many students struggle to use programming error and warning messages effectively. Instead of using these messages as aids to debug and fix their code, some students have negative emotional reactions to seeing 'angry red text'. Not utilizing programming error and warning messages effectively, or at all, increases the difficulty of learning to program.As compiler messages can vary by programming language and/or development environment, lessons on reading them are not typically included in mainstream educational materials. We believe this gap can be filled and that students can learn to use error messages to their advantage. Further, we believe that teaching students how to read and use error messages can have a significant impact on the learning experience for novice programmers.The goal of this working group is to develop educational materials to teach students to use programming error messages, and evaluate the use of these materials. An additional goal is to investigate the role that large language models may play in the interpretation of error messages in the educational environment. We will produce guidelines for developing educational materials and strategies informed by feedback obtained from the community and our experimentation.",10.1145/3617650.3624950,https://doi.org/10.1145/3617650.3624950
HelpMe: Student Help Seeking using Office Hours and Email,"Wang, Kevin and Lawrence, Ramon",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"Office hours and help sessions provide students with the important opportunity to obtain feedback and guidance while connecting with instructors and peers. However, these out of class help sessions are often underutilized due to problems such as inconvenient times and locations, long wait times, and student misconceptions on their purpose and value. Managing office hours for large classes is difficult for instructors and may result in poor student participation. It is crucial to adopt approaches to manage help sessions more effectively and encourage student attendance. This research examines current problems with help sessions and implements an office hours management system called HelpMe. Interactions in office hours and emails are analyzed to determine the types of questions asked. Student surveys demonstrate a significant change in student perception of office hours, increased engagement, and valuable data on effective practices for deploying office hours.",10.1145/3626252.3630867,https://doi.org/10.1145/3626252.3630867
Learning Assessment for Open Education Learners in the Era of Generative Artificial Intelligence,"Qi, Yuanyi and Wang, Lamei",Proceedings of the 2024 10th International Conference on Frontiers of Educational Technologies,2024,"Generative Artificial Intelligence (AI) tools are now used by students to do their learning assessment, thus impairing the value of such learning assessment. For open education learners who aim to just obtain adult education diplomas, particularly, the cost of learning assessment is becoming increasingly low due to the use of generative AI. How to instructional design and assessment for open education learners in the era of generative AI becomes therefore an issue requiring urgent solutions. From such perspectives as the advantages and disadvantages of generative AI, the learning needs and characteristics of open education learners, and the new characteristics of learning assessment with the use of generative AI, this paper examines the dilemma of instructional design and assessment during the age of generative AI, puts forward the ideas and models for the design of homework for open education learners, and makes learning assessment design proposals with respect to renewing the methods of learning assessment, improving the AI literacy of both teachers and students, etc., with a view to offering some insight for the design of homework in the era of generative AI.",10.1145/3678392.3678405,https://doi.org/10.1145/3678392.3678405
Breaking Stereotypes and Feeding the STEM Pipeline,"Mack, Naja A. and Adeleke, Michael B. and Ballou, Elijah and Davis, Destiny and Ingram, Vincent and Cox, Katlyn",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"Insufficient exposure to computer science and a lack of role models hinder students' pursuit and success in the field. Research suggests that students without early exposure are less likely to enroll in college-level computer science courses and may experience reduced success compared to their peers with prior experience. To address this, CodeBears, a two-week computer science camp, was developed to provide comprehensive exposure, education, and role models for rural and low-income students. CodeBears caters to upper elementary and middle school students, adapting concepts to diverse cultures, challenging stereotypes, and showcasing the diverse backgrounds of computer scientists. This paper outlines the design of CodeBears, examines the experiences of 40 participating students, and highlights engaging lessons using Sphero Bolt, Sphero Rover, Tello Drones, Lego Spike Prime, and Scratch. The camp also collects data on students' favorite activities to gauge their interests and preferences. The discussion focuses on effective strategies for participant recruitment, establishing trust within the target demographic, developing professional programs for facilitators, organizing camp activities, and promoting personal and socially relevant projects. By sharing the challenges and lessons learned, this paper aims to provide insights to researchers and practitioners in similar educational endeavors. Collaboration and knowledge-sharing will drive ongoing improvements in future camps, advancing computer science education.",10.1145/3626252.3630793,https://doi.org/10.1145/3626252.3630793
"Can a Free Tool in an Ebook Platform, Searchable Question Bank, and Summer Workshop Help Instructors Adopt Peer Instruction?","Ericson, Barbara J. and Gu, Xingjian (Lance) and Wu, Zihan and Patel, Shefali and Padiyath, Aadarsh",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Despite evidence of its effectiveness, Peer Instruction (PI) has not been widely adopted by undergraduate computing instructors. In PI, an instructor displays a hard multiple-choice question that students answer individually, then discuss their answer with peers, then answer again, and finally an instructor leads a discussion of the question. Even though the benefits of PI are well documented, it can be difficult to convince computing instructors to move away from passive lectures. Major reasons why instructors do not adopt PI include a lack of awareness, lack of time, and concerns over their ability to cover content. We hypothesized that we could encourage the adoption of PI by creating Peer+, a free tool in an ebook platform, a searchable question bank, and running summer instructor workshops. We offered a three-day in-person summer workshop to a total of 37 instructors in 2022 and 2023. Instructors completed a pre-survey, immediate post-survey, and a follow-up post survey after the fall semester. We also conducted semi-structured interviews with 17 instructors. On the immediate post-survey most (33/37, 89%) instructors reported that they were very likely or likely to use the tool in the fall. However, on the follow-up survey, less than a quarter (6/26, 23%) actually did. The number one reason for not using the tool was a lack of time (18/26, 69%). Notably, all of the instructors who used Peer+ planned to use it again. This work informs efforts to increase the adoption of evidence-based pedagogical approaches in computing.",10.1145/3641554.3701901,https://doi.org/10.1145/3641554.3701901
In Memoriam: Brett Becker,"Smith, Julie M.",SIGCSE Bull.,2025,"The SIGCSE community was saddened by the recent loss of Brett Becker (1976 - 2024). He had been serving as vice-chair of SIGCSE. He was an assistant professor in the School of Computer Science at University College Dublin, founder and chair of the Ireland SIGCSE chapter, and associate editor of ACM TOCE. He was also the inaugural chair of the ACM Global Computing Education conference.",10.1145/3717596.3717599,https://doi.org/10.1145/3717596.3717599
How Humans Communicate Programming Tasks in Natural Language and Implications For End-User Programming with LLMs,"Pickering, Madison and Williams, Helena and Gan, Alison and He, Weijia and Park, Hyojae and Piedrahita Velez, Francisco and Littman, Michael L. and Ur, Blase",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Large language models (LLMs) like GPT-4 can convert natural-language descriptions of a task into computer code, making them a promising interface for end-user programming. We undertake a systematic analysis of how people with and without programming experience describe information-processing tasks (IPTs) in natural language, focusing on the characteristics of successful communication. Across two online between-subjects studies, we paired crowdworkers either with one another or with an LLM, asking senders (always humans) to communicate IPTs in natural language to their receiver (either a human or LLM). Both senders and receivers tried to answer test cases, the latter based on their sender’s description. While participants with programming experience tended to communicate IPTs more successfully than non-programmers, this advantage was not overwhelming. Furthermore, a user interface that solicited example test cases from senders often, but not always, improved IPT communication. Allowing receivers to request clarification, though, was less successful at improving communication.",10.1145/3706598.3713271,https://doi.org/10.1145/3706598.3713271
LLMS In Education,"Ng, Lynette",XRDS,2024,,10.1145/3688094,https://doi.org/10.1145/3688094
SENSAI: Large Language Models as Applied Cybersecurity Tutors,,Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"The modern educational landscape faces the challenge of maintaining effective, personalized mentorship amid expanding class sizes. This challenge is particularly pronounced in fields requiring hands-on practice, such as cybersecurity education. Teaching assistants and peer interactions provide some relief, but the student-to-educator ratio often remains high, limiting individualized attention. The advent of Large Language Models (LLMs) offers a promising solution by potentially providing scalable and personalized guidance. In this paper, we introduce SENSAI, an AI-powered tutoring system that leverages LLMs to offer tailored feedback and assistance by transparently extracting and utilizing the learner's working context, including their active terminals and edited files. Over the past year, SENSAI has been deployed in an applied cybersecurity curriculum at a large public R1 university and made available to a broader online community of global learners, assisting 2,742 users with hundreds of educational challenges. In total 178,074 messages were exchanged across 15,413 sessions, incurring a total cost of 1,979--comparable to that of a single undergraduate teaching assistant but with a significantly wider reach. SENSAI demonstrates significant improvements in student problem-solving efficiency and satisfaction, offering insights into the future role of AI in education.",10.1145/3641554.3701801,https://doi.org/10.1145/3641554.3701801
Programming Assignment Ungrading as a License to Learn: Implementing Specifications Grading in the Undergraduate Web Development Classroom,"Sampangi, Raghav V. and Poitras, Eric and Barrera Machuca, Mayra D.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,2024,"For introductory programming courses, it is crucial to create formative and summarized grading practices that foster growth mindset in students. We explore one way to reimagine and reorient programming assignment grading towards feedback-oriented encouragement for ongoing and continuous learning. This practice of mastery grading encompasses the following key features: (1) students are provided with a comprehensive list of assignment specifications, (2) evaluation of student work is centered on the attainment of specified criteria, employing a nominal scale to denote whether some or all the requirements are met within the deadline, and (3) multiple opportunities are afforded to demonstrate mastery for each specification, without penalties for initial attempts. We share our implementation conducted within an undergraduate first-year web development course, intending it to serve as both a reference and a valuable resource for instructors interested in integrating mastery grading into their own courses.",10.1145/3626253.3635581,https://doi.org/10.1145/3626253.3635581
"Stubents: Videos Created by and for Students, Active Learning Resources in Large and Diverse Computer Science Classrooms","Chen, Yige and Pereira Nunes, Bernardo",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,2024,"This paper introduces an innovative pedagogical strategy, employing active learning methodology through peer-reviewed video assignments in a large and diverse computer science (CS) classroom. This approach encourages CS students to create and utilize multimodal learning resources from",10.1145/3649217.3653569,https://doi.org/10.1145/3649217.3653569
AutoPBL: An LLM-powered Platform to Guide and Support Individual Learners Through Self Project-based Learning,"Zhu, Yihao and Ye, Zhoutong and Yuan, Yichen and Tang, Wenxuan and Yu, Chun and Shi, Yuanchun",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Self project-based learning (SPBL) is a popular learning style where learners follow tutorials and build projects by themselves. SPBL combines project-based learning’s benefit of being engaging and effective with the flexibility of self-learning. However, insufficient guidance and support during SPBL may lead to unsatisfactory learning experiences and outcomes. While LLM chatbots (e.g., ChatGPT) could potentially serve as SPBL tutors, we have yet to see an SPBL platform with responsible and systematic LLM integration. To address this gap, we present AutoPBL, an interactive learning platform for SPBL learners. We examined human PBL tutors’ roles through formative interviews to inform our design. AutoPBL features an LLM-guided learning process with checkpoint questions and in-context Q&amp;A. In a user study where 29 beginners learned machine learning through entry-level projects, we found that AutoPBL effectively improves learning outcomes and elicits better learning behavior and metacognition by clarifying current priorities and providing timely assistance.",10.1145/3706598.3714261,https://doi.org/10.1145/3706598.3714261
Relational Database Courses with CodeRunner in Moodle: Extending SQL Programming Assignments to Client-Server Database Engines,,Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,2025,"Students practice Data Query, Manipulation, and Definition Language statements in a standard introductory relational database course. When teaching large classes, the teacher needs to review many student solutions. Doing it by hand is laborious. However, this task can be quickly and accurately completed using a learning management system (LMS). Moodle is a widely used LMS that can be enhanced with the CodeRunner plugin to facilitate the evaluation of programming tasks. Unfortunately, a basic setup supports only the embedded database engine SQLite, which often is not the preferred choice for a course of this type. We present an open-source implementation that extends CodeRunner with popular client-server database engines, i.e., Microsoft SQL Server, MySQL, and PostgreSQL. Our method checks the correctness of a student's query in terms of output and validates the query by investigating the parse tree derived from the grammar of a given Structured Query Language (SQL) dialect. We present the system's evaluation results during a database course along with the implementation.",10.1145/3641554.3701830,https://doi.org/10.1145/3641554.3701830
Exploring the Design Space of Cognitive Engagement Techniques with AI-Generated Code for Enhanced Learning,"Kazemitabaar, Majeed and Huang, Oliver and Suh, Sangho and Henley, Austin Z and Grossman, Tovi",Proceedings of the 30th International Conference on Intelligent User Interfaces,2025,"Novice programmers are increasingly relying on Large Language Models (LLMs) to generate code for learning programming concepts. However, this interaction can lead to superficial engagement, giving learners an illusion of learning and hindering skill development. To address this issue, we conducted a systematic design exploration to develop seven cognitive engagement techniques aimed at promoting deeper engagement with AI-generated code. In this paper, we describe our design process, the initial seven techniques and results from a between-subjects study (N=82). We then iteratively refined the top techniques and further evaluated them through a within-subjects study (N=42). We evaluate the friction each technique introduces, their effectiveness in helping learners apply concepts to isomorphic tasks without AI assistance, and their success in aligning learners’ perceived and actual coding abilities. Ultimately, our results highlight the most effective technique: guiding learners through the step-by-step problem-solving process, where they engage in an interactive dialog with the AI, prompting what needs to be done at each stage before the corresponding code is revealed.",10.1145/3708359.3712104,https://doi.org/10.1145/3708359.3712104
Learners Teaching Novices: An Uplifting Alternative Assessment,"Malik, Ali and Woodrow, Juliette and Piech, Chris",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"We propose and carry-out a novel method of formative assessment called Assessment via Teaching (AVT), in which learners demonstrate their understanding of CS1 topics by tutoring more novice students. AVT has powerful benefits over traditional forms of assessment: it is centered around service to others and is highly rewarding for the learners who teach. Moreover, teaching greatly improves the learners' own understanding of the material and has a huge positive impact on novices, who receive free 1:1 tutoring. Lastly, this form of assessment is naturally difficult to cheat---a critical property for assessments in the era of large-language models. We use AVT in a randomised control trial with learners in a CS1 course at an R1 university. The learners provide tutoring sessions to more novice students taking a lagged online version of the same course. We show that learners who do an AVT session before the course exam performed 20 to 30 percentage points better than the class average on several questions. Moreover, compared to students who did a practice exam, the AVT learners enjoyed their experience more and were twice as likely to study for their teaching session. We believe AVT is a scalable and uplifting method for formative assessment that could one day replace traditional exams.",10.1145/3626252.3630887,https://doi.org/10.1145/3626252.3630887
Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,"Liut, Michael and Ly, Anna and Xu, Jessica Jia-Ni and Banson, Justice and Vrbik, Paul and Hardin, Caroline D.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,2024,"In contrast with studies that have identified why students commit academic offences, many educators are familiar with the excuse that an accused student did not know the behavior counted as dishonest. Given the variations in policy and the ways collaboration and code sharing occur in professional and hobbyist spaces, this might be plausible. Mismatches between students' conceptions of academic honesty and course policy can have major consequences, from being kicked out of programs to being too nervous to study with peers. In this work, we investigate what students understand about academic integrity in computer science courses and if there are differences based on university, country, demographic, or online versus in-person courses. We present a study that surveys undergraduate computer science students (N = 1,011) at three universities (Australia, Canada, and the United States of America). The results show that all three institutions take academic integrity seriously, and their students are aware of its importance, but confusion on what is covered under the policies is common. Interestingly, the results also show that course instructors play a huge role as to what students perceive to be a violation of the academic integrity policy at their institution. By understanding student's perspectives on academic integrity, educators can better develop policies and practices that reduce inadvertent and mistaken violations of academic integrity policies.",10.1145/3626252.3630753,https://doi.org/10.1145/3626252.3630753
A Feasibility Study on Automated SQL Exercise Generation with ChatGPT-3.5,"Aerts, Willem and Fletcher, George and Miedema, Daphne",Proceedings of the 3rd International Workshop on Data Systems Education: Bridging Education Practice with Education Research,2024,"SQL is the standard for database query languages and is taught in most introductory database courses. Query languages are illustrated and tested through toy examples: small, accessible, instances of databases. These are not always engaging, but coming up with new examples and questions is time-consuming. Existing research in Computer Science Education has shown that Large Language Models (LLMs) can generate coding exercises. However, this has not been demonstrated for SQL yet but could save teachers much time. In this paper, we study whether it is feasible to have ChatGPT-3.5 generate database schemas and associated SQL questions for teachers through a two-part study. Through a survey of educators, we found that creating a story and database schema for the SQL part is more time-consuming than the questions themselves. In our prompt engineering study, we identified prompts that were successful at creating database schemas, mock data, and exercises. However, although ChatGPT could help reduce the time required to create exams, some participants indicated that they are skeptical about using LLMs.",10.1145/3663649.3664368,https://doi.org/10.1145/3663649.3664368
VisionARy: Exploratory research on Contextual Language Learning using AR glasses with ChatGPT,"Lee, Hyungmin and Hsia, Chen-Chun and Tsoy, Aleksandr and Choi, Sungmin and Hou, Hanchao and Ni, Shiguang",Proceedings of the 15th Biannual Conference of the Italian SIGCHI Chapter,2023,"Language learning is a challenging and time-consuming process, requiring an immersive environment and active usage of the language. However, English as a Foreign Language (EFL) learners often face difficulties in obtaining immersive learning experiences due to one-sided teaching and a lack of real-life English language contexts for practice. To overcome this challenge, various approaches have been proposed that leverage technologies such as mobile-based augmented reality and chatbots. However, these approaches have limitations that hinder full immersion into the language learning environment and fail to adequately contextualize the learning experience. With the recent breakthroughs in large language models and the development of lighter and more powerful AR glasses, we propose VisionARy, the first system that integrates ChatGPT into AR glasses to improve oral language skills and provide a contextualized learning experience. The evaluation results suggest that VisionARy has the potential to be effective and is highly accepted in improving oral language skills, compared to traditional learning methods. Furthermore, our findings provide important insights for the future design of language learning systems.",10.1145/3605390.3605400,https://doi.org/10.1145/3605390.3605400
DBox: Scaffolding Algorithmic Programming Learning through Learner-LLM Co-Decomposition,"Ma, Shuai and Wang, Junling and Zhang, Yuanhao and Ma, Xiaojuan and Wang, April Yi",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,2025,"Decomposition is a fundamental skill in algorithmic programming, requiring learners to break down complex problems into smaller, manageable parts. However, current self-study methods, such as browsing reference solutions or using LLM assistants, often provide excessive or generic assistance that misaligns with learners’ decomposition strategies, hindering independent problem-solving and critical thinking. To address this, we introduce Decomposition Box (DBox), an interactive LLM-based system that scaffolds and adapts to learners’ personalized construction of a step tree through a “learner-LLM co-decomposition” approach, providing tailored support at an appropriate level. A within-subjects study (N=24) found that compared to the baseline, DBox significantly improved learning gains, cognitive engagement, and critical thinking. Learners also reported a stronger sense of achievement and found the assistance appropriate and helpful for learning. Additionally, we examined DBox’s impact on cognitive load, identified usage patterns, and analyzed learners’ strategies for managing system errors. We conclude with design implications for future AI-powered tools to better support algorithmic programming education.",10.1145/3706598.3713748,https://doi.org/10.1145/3706598.3713748
Treachery and Deceit: Detecting and Dissuading AI Cheating,"Kerney, William",J. Comput. Sci. Coll.,2025,"Last semester, 75% of the author's data structures students were caught cheating at least once, with Generative AI technologies being the most common means by which they cheated. While it may be tempting to move back to in-person pen-and-paper evaluations to ensure students have retained material, the author has found is possible to detect and discourage the use of cheating via various tricky methods. Finally, the author looks at attempts by students to conceal their use of AI in cheating, and how successful off the shelf AI detection tools are at finding the use of AI in coding assignments before and after being rewritten by hand.",,
How Do Learners With Varying Skills Perceive Misconception Indicators and Feedback?,"Evans, Abigail and Lock, Daniel",Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 1,2025,"Misconceptions about programming concepts can block learners' progress. Automated feedback for misconceptions is appealing because providing feedback while learners work may help them get unstuck faster. However, a key challenge for automating misconception feedback is that the underlying cause of code patterns suggestive of a misconception can vary greatly by learner, meaning that different learners will have different feedback needs. Existing approaches to automated feedback for task-independent misconceptions favour succinct messages that do not overload users with excessive explanation. Although this approach may work well for learners with relatively shallow misconceptions, it also leaves out learners with deeper conceptual issues who arguably have greater need for additional support. We conducted a qualitative study to investigate how learners perceive misconception indicators and how they make sense of feedback. We find that individual learners can view the same issue very differently and face markedly different challenges in making use of feedback. These findings can be used to inform the design of automated feedback that accounts for learners' varying knowledge and skills.",10.1145/3724363.3729073,https://doi.org/10.1145/3724363.3729073
